model,prompt,story_id,topic_switch_rate,n_sentences
qwen3vl,large,3295,0.5366346873325571,5.0
qwen3vl,large,3761,0.46194770508727345,5.0
qwen3vl,large,3891,0.07715100065073795,5.0
qwen3vl,large,4047,0.0729348781492568,7.0
qwen3vl,large,4173,0.38442009265259053,8.0
qwen3vl,large,4797,0.014441161164375304,5.0
qwen3vl,large,5047,0.6062341193619513,5.0
qwen3vl,large,5062,0.22803409833060112,5.0
qwen3vl,large,5201,0.48088024913582483,9.0
qwen3vl,large,5265,0.031452570251801606,5.0
qwen3vl,large,5349,0.5111985145207087,6.0
qwen3vl,large,5540,0.07941602011235319,5.0
qwen3vl,large,5721,0.08758778178204603,5.0
qwen3vl,large,6111,0.3291092035525086,5.0
qwen3vl,large,6215,0.6229040424064779,7.0
qwen3vl,large,6729,0.21435281019459085,9.0
qwen3vl,large,6847,0.2428537744846801,5.0
qwen3vl,large,6878,0.5130000460004138,5.0
qwen3vl,large,6921,0.4964108888798019,7.0
qwen3vl,large,7065,0.5118745956113931,5.0
qwen3vl,large,7150,0.29394131806966584,5.0
qwen3vl,large,7195,0.4476759960956344,5.0
qwen3vl,large,7596,0.11078816075285225,6.0
qwen3vl,large,7702,0.2560294328400733,5.0
qwen3vl,large,8061,0.3785306407851479,8.0
qwen3vl,large,8085,0.22346144248928684,6.0
qwen3vl,large,8154,0.413753263638655,6.0
qwen3vl,large,8551,0.4504584242523298,8.0
qwen3vl,large,9334,0.05941295812228525,6.0
qwen3vl,large,9418,0.3087558731332231,6.0
qwen3vl,large,9914,0.02923529223754249,5.0
qwen3vl,large,10408,0.17248264762312368,6.0
qwen3vl,large,10486,0.1552483791290871,6.0
qwen3vl,large,10499,0.4131947985642707,5.0
qwen3vl,large,11260,0.01665939450056638,5.0
qwen3vl,large,11340,0.06677584345046901,5.0
qwen3vl,large,11457,0.5585123633879323,5.0
qwen3vl,large,11541,0.14967437730573216,5.0
qwen3vl,large,11543,0.1647491074227911,5.0
qwen3vl,large,11678,0.33923085787264107,5.0
qwen3vl,large,11719,0.017329393397250363,5.0
qwen3vl,large,12358,0.5173120878569928,5.0
qwen3vl,large,12423,0.08694452060644971,6.0
qwen3vl,large,13596,0.24120190910206435,5.0
qwen3vl,large,13683,0.14867857363212295,6.0
qwen3vl,original,345,0.45958682044565624,5.0
qwen3vl,original,515,0.27707028713460125,7.0
qwen3vl,original,721,0.5114541300290008,5.0
qwen3vl,original,723,0.5255330085736597,9.0
qwen3vl,original,733,0.39215505686077873,6.0
qwen3vl,original,948,0.1777929798978569,5.0
qwen3vl,original,1111,0.1548603730820277,5.0
qwen3vl,original,1201,0.6280524156677764,5.0
qwen3vl,original,1214,0.45099234408262256,6.0
qwen3vl,original,1467,0.24757822995320006,5.0
qwen3vl,original,2400,0.45231302644271454,5.0
qwen3vl,original,2702,0.4471762184555456,6.0
qwen3vl,original,2722,0.18733354366375737,5.0
qwen3vl,original,2926,0.7074576633073282,5.0
qwen3vl,original,3230,0.46167848212228935,5.0
qwen3vl,original,3295,0.5450722105515032,5.0
qwen3vl,original,3761,0.385389873257421,5.0
qwen3vl,original,3891,0.26098574842093786,5.0
qwen3vl,original,4047,0.1471763090732243,8.0
qwen3vl,original,4173,0.22859994058004082,8.0
qwen3vl,original,4797,0.030769177894535184,5.0
qwen3vl,original,5047,0.4187633690106073,5.0
qwen3vl,original,5062,0.43173961854271087,5.0
qwen3vl,original,5201,0.4883090627727681,9.0
qwen3vl,original,5265,0.29251573573132555,5.0
qwen3vl,original,5349,0.6136705084796363,6.0
qwen3vl,original,5540,0.46888017783250674,5.0
qwen3vl,original,5721,0.46220920961943135,5.0
qwen3vl,original,6111,0.3466250616770025,5.0
qwen3vl,original,6215,0.6468189274631683,7.0
qwen3vl,original,6729,0.29759662685677635,6.0
qwen3vl,original,6847,0.11611568985697222,5.0
qwen3vl,original,6878,0.5234451971228875,5.0
qwen3vl,original,6921,0.4690040777917666,7.0
qwen3vl,original,7065,0.6187906779201551,5.0
qwen3vl,original,7150,0.45494073735765433,5.0
qwen3vl,original,7195,0.29099602754348447,5.0
qwen3vl,original,7596,0.11420112673349994,6.0
qwen3vl,original,7702,0.4784449241551096,5.0
qwen3vl,original,8061,0.5373126911600373,8.0
qwen3vl,original,8085,0.2463800301570705,6.0
qwen3vl,original,8154,0.632234999331637,6.0
qwen3vl,original,8551,0.619311556016594,8.0
qwen3vl,original,9334,0.08748760539008386,6.0
qwen3vl,original,9418,0.5657925544110312,6.0
qwen3vl,original,9914,0.1102690828799237,5.0
qwen3vl,original,10408,0.19814903439512907,6.0
qwen3vl,original,10486,0.19808530875505986,6.0
qwen3vl,original,10499,0.2558491182175412,5.0
qwen3vl,original,11260,0.028910840113269155,5.0
qwen3vl,original,11340,0.06813333404332088,5.0
qwen3vl,original,11457,0.6649601085829128,5.0
qwen3vl,original,11541,0.7211170271455246,5.0
qwen3vl,original,11543,0.616751748087136,5.0
qwen3vl,original,11678,0.4735472572979825,5.0
qwen3vl,original,11719,0.34639189812415594,5.0
qwen3vl,original,12358,0.5531443757304606,5.0
qwen3vl,original,12423,0.27891908372013274,6.0
qwen3vl,original,13596,0.32268887006105546,5.0
qwen3vl,original,13683,0.3297197829690305,6.0
