model,prompt,story_id,n_unique_relations,n_total_relations,n_none_relations,none_rate,discourse_diversity
internvl3,original,3295,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,345,2.0,5.0,0.0,0.0,0.3799489622552249
internvl3,original,3891,4.0,8.0,0.0,0.0,0.46211715726000974
internvl3,original,4047,2.0,7.0,0.0,0.0,0.27818549032570244
internvl3,original,4173,2.0,5.0,0.0,0.0,0.3799489622552249
internvl3,original,4797,3.0,4.0,0.0,0.0,0.6351489523872873
internvl3,original,5062,1.0,3.0,0.0,0.0,0.32151273753163434
internvl3,original,515,3.0,6.0,0.0,0.0,0.46211715726000974
internvl3,original,5201,2.0,8.0,0.0,0.0,0.24491866240370913
internvl3,original,5265,1.0,4.0,0.0,0.0,0.24491866240370913
internvl3,original,5349,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,5721,1.0,4.0,0.0,0.0,0.24491866240370913
internvl3,original,6111,2.0,4.0,0.0,0.0,0.46211715726000974
internvl3,original,6215,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,6729,2.0,4.0,0.0,0.0,0.46211715726000974
internvl3,original,6847,4.0,4.0,0.0,0.0,0.7615941559557649
internvl3,original,6878,2.0,5.0,0.0,0.0,0.3799489622552249
internvl3,original,6921,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,7065,2.0,5.0,0.0,0.0,0.3799489622552249
internvl3,original,7150,3.0,4.0,0.0,0.0,0.6351489523872873
internvl3,original,721,3.0,6.0,0.0,0.0,0.46211715726000974
internvl3,original,723,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,733,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,7596,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,7702,3.0,4.0,0.0,0.0,0.6351489523872873
internvl3,original,8061,2.0,8.0,0.0,0.0,0.24491866240370913
internvl3,original,8085,2.0,8.0,0.0,0.0,0.24491866240370913
internvl3,original,8154,2.0,5.0,0.0,0.0,0.3799489622552249
internvl3,original,8551,2.0,4.0,0.0,0.0,0.46211715726000974
internvl3,original,9334,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,9418,1.0,5.0,0.0,0.0,0.197375320224904
internvl3,original,948,2.0,6.0,0.0,0.0,0.32151273753163434
internvl3,original,9914,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,large,10408,1.0,5.0,0.0,0.0,0.197375320224904
llama4scout,large,10486,1.0,5.0,0.0,0.0,0.197375320224904
llama4scout,large,1111,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,large,11260,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,large,11340,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,large,11457,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,large,11541,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,large,11543,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,large,11678,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,large,11719,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,large,1201,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,large,12358,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,large,12423,2.0,7.0,0.0,0.0,0.27818549032570244
llama4scout,large,13596,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,large,13683,3.0,5.0,0.0,0.0,0.5370495669980352
llama4scout,large,1467,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,large,2400,1.0,3.0,0.0,0.0,0.32151273753163434
llama4scout,large,2702,3.0,5.0,0.0,0.0,0.5370495669980352
llama4scout,large,2722,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,large,2926,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,large,3230,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,large,3295,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,large,345,3.0,5.0,0.0,0.0,0.5370495669980352
llama4scout,large,3891,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,large,4047,1.0,8.0,0.0,0.0,0.12435300177159621
llama4scout,large,4173,2.0,9.0,0.0,0.0,0.2186350836871213
llama4scout,large,4797,1.0,5.0,0.0,0.0,0.197375320224904
llama4scout,large,5062,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,large,515,3.0,10.0,0.0,0.0,0.2913126124515909
llama4scout,large,5201,3.0,10.0,0.0,0.0,0.2913126124515909
llama4scout,large,5265,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,large,5349,2.0,6.0,0.0,0.0,0.32151273753163434
llama4scout,large,5721,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,large,6111,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,large,6215,2.0,7.0,0.0,0.0,0.27818549032570244
llama4scout,large,6729,2.0,9.0,0.0,0.0,0.2186350836871213
llama4scout,large,6847,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,large,6878,1.0,5.0,0.0,0.0,0.197375320224904
llama4scout,large,6921,2.0,6.0,0.0,0.0,0.32151273753163434
llama4scout,large,7065,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,large,7150,3.0,6.0,0.0,0.0,0.46211715726000974
llama4scout,large,721,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,large,723,2.0,10.0,0.0,0.0,0.197375320224904
llama4scout,large,733,2.0,6.0,0.0,0.0,0.32151273753163434
llama4scout,large,7596,3.0,7.0,0.0,0.0,0.4041267397578591
llama4scout,large,7702,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,large,8061,2.0,7.0,0.0,0.0,0.27818549032570244
llama4scout,large,8085,1.0,5.0,0.0,0.0,0.197375320224904
llama4scout,large,8154,4.0,5.0,0.0,0.0,0.664036770267849
llama4scout,large,8551,3.0,8.0,0.0,0.0,0.35835739835078595
llama4scout,large,9334,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,large,9418,3.0,6.0,0.0,0.0,0.46211715726000974
llama4scout,large,948,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,large,9914,2.0,6.0,0.0,0.0,0.32151273753163434
llama4scout,original,10408,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,original,10486,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,original,1111,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,11260,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,11340,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,11457,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,original,11541,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,11543,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,11678,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,original,11719,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,1201,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,original,12358,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,12423,1.0,5.0,0.0,0.0,0.197375320224904
llama4scout,original,13596,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,13683,3.0,5.0,0.0,0.0,0.5370495669980352
llama4scout,original,1467,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,2400,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,2702,3.0,5.0,0.0,0.0,0.5370495669980352
llama4scout,original,2722,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,2926,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,3230,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,3295,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,345,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,3891,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,4047,2.0,7.0,0.0,0.0,0.27818549032570244
llama4scout,original,4173,2.0,7.0,0.0,0.0,0.27818549032570244
llama4scout,original,4797,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,original,5062,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,515,2.0,9.0,0.0,0.0,0.2186350836871213
llama4scout,original,5201,3.0,7.0,0.0,0.0,0.4041267397578591
llama4scout,original,5265,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,5349,1.0,5.0,0.0,0.0,0.197375320224904
llama4scout,original,5721,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,6111,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,original,6215,1.0,6.0,0.0,0.0,0.16514041292462933
llama4scout,original,6729,2.0,6.0,0.0,0.0,0.32151273753163434
llama4scout,original,6847,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,6878,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,6921,1.0,6.0,0.0,0.0,0.16514041292462933
llama4scout,original,7065,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,7150,2.0,4.0,0.0,0.0,0.46211715726000974
llama4scout,original,721,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,723,3.0,7.0,0.0,0.0,0.4041267397578591
llama4scout,original,733,1.0,1.0,0.0,0.0,0.7615941559557649
llama4scout,original,7596,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,original,7702,3.0,4.0,0.0,0.0,0.6351489523872873
llama4scout,original,8061,2.0,7.0,0.0,0.0,0.27818549032570244
llama4scout,original,8085,1.0,5.0,0.0,0.0,0.197375320224904
llama4scout,original,8154,2.0,5.0,0.0,0.0,0.3799489622552249
llama4scout,original,8551,5.0,7.0,0.0,0.0,0.6133572603953826
llama4scout,original,9334,3.0,5.0,0.0,0.0,0.5370495669980352
llama4scout,original,9418,3.0,6.0,0.0,0.0,0.46211715726000974
llama4scout,original,948,1.0,4.0,0.0,0.0,0.24491866240370913
llama4scout,original,9914,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,10408,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,large,10486,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,large,1111,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,large,11260,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,11340,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,11457,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,11541,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,11543,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,large,11678,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,11719,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,1201,2.0,3.0,0.0,0.0,0.5827829453479101
qwen3vl,large,12358,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,12423,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,large,13596,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,13683,3.0,5.0,0.0,0.0,0.5370495669980352
qwen3vl,large,1467,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,large,2400,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,2702,1.0,5.0,0.0,0.0,0.197375320224904
qwen3vl,large,2722,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,2926,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,3230,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,3295,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,large,345,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,large,3891,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,4047,2.0,6.0,0.0,0.0,0.32151273753163434
qwen3vl,large,4173,2.0,7.0,0.0,0.0,0.27818549032570244
qwen3vl,large,4797,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,large,5062,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,515,2.0,8.0,0.0,0.0,0.24491866240370913
qwen3vl,large,5201,2.0,8.0,0.0,0.0,0.24491866240370913
qwen3vl,large,5265,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,large,5349,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,large,5721,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,large,6111,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,large,6215,2.0,6.0,0.0,0.0,0.32151273753163434
qwen3vl,large,6729,2.0,8.0,0.0,0.0,0.24491866240370913
qwen3vl,large,6847,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,large,6878,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,6921,1.0,6.0,0.0,0.0,0.16514041292462933
qwen3vl,large,7065,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,large,7150,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,large,721,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,large,723,2.0,8.0,0.0,0.0,0.24491866240370913
qwen3vl,large,733,3.0,5.0,0.0,0.0,0.5370495669980352
qwen3vl,large,7596,1.0,5.0,0.0,0.0,0.197375320224904
qwen3vl,large,7702,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,large,8061,3.0,7.0,0.0,0.0,0.4041267397578591
qwen3vl,large,8085,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,large,8154,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,large,8551,2.0,7.0,0.0,0.0,0.27818549032570244
qwen3vl,large,9334,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,large,9418,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,large,948,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,large,9914,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,10408,1.0,5.0,0.0,0.0,0.197375320224904
qwen3vl,original,10486,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,original,1111,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,11260,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,original,11340,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,11457,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,11541,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,11543,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,11678,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,11719,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,1201,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,12358,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,12423,1.0,5.0,0.0,0.0,0.197375320224904
qwen3vl,original,13596,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,13683,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,original,1467,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,2400,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,2702,1.0,5.0,0.0,0.0,0.197375320224904
qwen3vl,original,2722,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,2926,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,3230,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,3295,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,345,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,3891,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,4047,1.0,7.0,0.0,0.0,0.14189319376693255
qwen3vl,original,4173,2.0,7.0,0.0,0.0,0.27818549032570244
qwen3vl,original,4797,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,original,5062,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,original,515,1.0,6.0,0.0,0.0,0.16514041292462933
qwen3vl,original,5201,3.0,8.0,0.0,0.0,0.35835739835078595
qwen3vl,original,5265,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,5349,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,original,5721,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,6111,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,original,6215,2.0,6.0,0.0,0.0,0.32151273753163434
qwen3vl,original,6729,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,original,6847,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,6878,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,6921,2.0,6.0,0.0,0.0,0.32151273753163434
qwen3vl,original,7065,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,7150,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,721,1.0,4.0,0.0,0.0,0.24491866240370913
qwen3vl,original,723,2.0,8.0,0.0,0.0,0.24491866240370913
qwen3vl,original,733,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,original,7596,1.0,5.0,0.0,0.0,0.197375320224904
qwen3vl,original,7702,3.0,4.0,0.0,0.0,0.6351489523872873
qwen3vl,original,8061,1.0,7.0,0.0,0.0,0.14189319376693255
qwen3vl,original,8085,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,original,8154,1.0,5.0,0.0,0.0,0.197375320224904
qwen3vl,original,8551,1.0,7.0,0.0,0.0,0.14189319376693255
qwen3vl,original,9334,2.0,5.0,0.0,0.0,0.3799489622552249
qwen3vl,original,9418,1.0,5.0,0.0,0.0,0.197375320224904
qwen3vl,original,948,2.0,4.0,0.0,0.0,0.46211715726000974
qwen3vl,original,9914,1.0,4.0,0.0,0.0,0.24491866240370913
