model,prompt,story_id,coref_ratio,discourse_diversity,char_coherence,topic_switch_rate,mci_tanh_mcc_over_gv,ncs_arithmetic,ncs_geometric
internvl3,large,13683,0.500695837915262,0.3799489622552249,0.1648731176618824,0.3782215045185212,0.8869423422467765,0.4621363529195334,0.4021778542446089
internvl3,large,3295,0.599833913905728,0.3799489622552249,0.5150746732840396,0.5620249580844006,0.9427641596831956,0.5999293334425178,0.5737953653631025
internvl3,large,13596,0.8474072141058118,0.4621171572600097,0.5827829409454832,0.4208676690814516,0.8375327186244039,0.630141540003432,0.604087282629138
internvl3,large,8154,0.3710242994526191,0.197375320224904,0.2571371360903083,0.6112543793094639,0.7764109684811826,0.4426404207116956,0.3892554864928202
internvl3,large,12358,0.5856610836852646,0.6351489523872873,0.0,0.6764848059372393,0.0,0.3794589684019582,0.0004788020531516804
internvl3,large,6111,0.5958202352150785,0.4621171572600097,0.0657917726394669,0.1916034702720803,0.7706332430405519,0.41719317568543757,0.30581446954427555
internvl3,large,5201,0.3980657062931662,0.2449186624037091,0.0354732980417877,0.6457243256561805,0.6345078623154508,0.39173797094205887,0.2693224187785006
internvl3,large,11457,0.2592399110935987,0.2449186624037091,0.0,0.5874918991637725,0.0,0.21833009453221605,0.00032684747438830995
internvl3,large,7702,0.7923983238844522,0.3215127375316343,0.0,0.3116728741377204,0.0,0.2851167871107614,0.00038016151882559003
internvl3,large,11340,0.6506837713662316,0.2449186624037091,0.7615941517560215,0.0076537082001159,0.2996380934030058,0.39289767742581677,0.19449883235042661
internvl3,large,6921,0.6252907543498986,0.3215127375316343,0.2340633243926967,0.3200958579950863,0.6491855720325577,0.43002964926037474,0.396325947412182
internvl3,large,6729,0.6506837713662316,0.5827829453479101,0.0,0.1024862959453907,0.7669090719229532,0.42057241691649716,0.01244105782742021
internvl3,large,3230,0.5820499548410306,0.3799489622552249,0.3610356277521482,0.1703247723715321,0.4736683075818886,0.3934055249603649,0.3645839608679832
internvl3,large,10408,0.3212638589431758,0.2781854903257024,0.6515737849071841,0.3992230622998215,0.714072748338066,0.4728637889627899,0.44057882102980833
internvl3,large,8551,0.2881103839568279,0.7615941559557649,0.0,0.6901947038349119,0.0,0.34797984874950094,0.0004325644582967825
internvl3,large,721,0.4205327934010657,0.4621171572600097,0.1903985347891978,0.5758165964932556,0.6778153407167954,0.4653360845320648,0.42847179440543737
internvl3,large,1201,0.4371630286577889,0.4041267397578591,0.0,0.5804524494215604,0.0,0.28434844356744166,0.00040011564941686657
internvl3,large,9418,0.8474072141058118,0.3799489622552249,0.7615941517560215,0.1062337418039439,0.357560902448104,0.49054899447382133,0.39249191920856746
