model,prompt,story_id,CharTr,CharRe,char_coherence
llama4scout,original,7596,,,
llama4scout,original,7702,,,
llama4scout,original,8061,0.8571428571428571,0.8571428571428571,0.612862751083618
llama4scout,original,8085,,,
llama4scout,original,8154,0.04,0.04,0.007995736062232715
llama4scout,original,8551,,,
llama4scout,original,9334,,,
llama4scout,original,9418,,,
llama4scout,original,9914,,,
llama4scout,original,10408,1.0,1.0,0.7615941559557649
llama4scout,original,10486,0.0,0.0,0.0
llama4scout,original,10499,0.25,0.25,0.062418746747512514
llama4scout,original,11260,0.0,0.4166666666666667,0.0
llama4scout,original,11340,,,
llama4scout,original,11457,,,
llama4scout,original,11541,,,
llama4scout,original,11543,,,
llama4scout,original,11678,,,
llama4scout,original,11719,,,
llama4scout,original,12358,,,
llama4scout,original,12423,,,
llama4scout,original,13596,,,
llama4scout,original,13683,0.0,0.0,0.0
qwen3vl,large,345,0.625,0.875,0.48597356549763315
qwen3vl,large,515,0.375,0.6666666666666666,0.2586398375475836
qwen3vl,large,721,0.08333333333333333,0.4166666666666667,0.020806248915837506
qwen3vl,large,723,0.375,0.875,0.316835001123366
qwen3vl,large,733,0.8,1.0,0.6493218614769001
qwen3vl,large,948,0.125,0.375,0.06193798666391301
qwen3vl,large,1111,,,
qwen3vl,large,1201,,,
qwen3vl,large,1214,0.2,0.7,0.07932425214874947
qwen3vl,large,1467,0.375,0.875,0.25491498686762826
qwen3vl,large,2400,0.25,0.4375,0.12245933120185457
qwen3vl,large,2702,0.4,0.4,0.28244977642311253
qwen3vl,large,2722,,,
qwen3vl,large,2926,0.5,1.0,0.46211715726000974
qwen3vl,large,3230,0.25,0.625,0.12245933120185457
qwen3vl,large,3295,0.5833333333333334,0.5833333333333334,0.3563105217023288
qwen3vl,large,3761,0.375,1.0,0.35351790983185943
qwen3vl,large,3891,0.0,0.0,0.0
qwen3vl,large,4047,,,
qwen3vl,large,4173,0.0,0.2857142857142857,0.0
qwen3vl,large,4797,,,
qwen3vl,large,5047,,,
qwen3vl,large,5062,,,
qwen3vl,large,5201,0.0625,0.53125,0.042839919167091775
qwen3vl,large,5265,0.625,0.875,0.48597356549763315
qwen3vl,large,5349,0.1,0.5,0.01998934015558179
qwen3vl,large,5540,,,
qwen3vl,large,5721,,,
qwen3vl,large,6111,0.375,0.625,0.26226795200376113
qwen3vl,large,6215,0.0,0.16666666666666666,0.0
qwen3vl,large,6729,0.0,0.0,0.0
qwen3vl,large,6847,0.5833333333333334,0.5833333333333334,0.3563105217023288
qwen3vl,large,6878,0.0,1.0,0.0
qwen3vl,large,6921,0.16666666666666666,0.5555555555555556,0.13137285597693818
qwen3vl,large,7065,0.25,1.0,0.23105857863000487
qwen3vl,large,7150,0.08333333333333333,0.08333333333333333,0.020806248915837506
qwen3vl,large,7195,0.125,0.75,0.12245933120185457
qwen3vl,large,7596,0.2,0.9,0.18997448112761245
qwen3vl,large,7702,0.25,0.5,0.12245933120185457
qwen3vl,large,8061,0.2857142857142857,0.8571428571428571,0.23254525292557202
qwen3vl,large,8085,0.15000000000000002,0.35,0.08900595613060074
qwen3vl,large,8154,0.20000000000000004,0.3333333333333333,0.06620906153622085
qwen3vl,large,8551,,,
qwen3vl,large,9334,0.6,1.0,0.5370495669980352
qwen3vl,large,9418,0.13333333333333333,0.5333333333333333,0.10560087291976329
qwen3vl,large,9914,0.0,0.5,0.0
qwen3vl,large,10408,0.4000000000000001,0.4000000000000001,0.15864850429749894
qwen3vl,large,10486,0.2,0.5,0.18997448112761245
qwen3vl,large,10499,0.16666666666666666,0.9166666666666666,0.14341728743728288
qwen3vl,large,11260,0.6666666666666666,0.8333333333333334,0.48954332520649463
qwen3vl,large,11340,0.5,0.6666666666666666,0.34478862591425957
qwen3vl,large,11457,,,
qwen3vl,large,11541,,,
qwen3vl,large,11543,,,
qwen3vl,large,11678,0.25,0.75,0.12245933120185457
qwen3vl,large,11719,0.5,1.0,0.46211715726000974
qwen3vl,large,12358,,,
qwen3vl,large,12423,0.3333333333333333,0.6,0.2196641742454802
qwen3vl,large,13596,1.0,1.0,0.7615941559557649
qwen3vl,large,13683,0.13333333333333333,0.5333333333333333,0.10316897373754617
qwen3vl,original,345,0.25,0.875,0.23105857863000487
qwen3vl,original,515,0.3333333333333333,0.6666666666666666,0.24780064698481952
qwen3vl,original,721,0.0625,0.1875,0.015604686686878129
qwen3vl,original,723,0.5,1.0,0.46211715726000974
qwen3vl,original,733,0.7,0.9,0.5509745599221301
qwen3vl,original,948,0.4375,0.4375,0.26723289127674665
qwen3vl,original,1111,,,
qwen3vl,original,1201,,,
qwen3vl,original,1214,0.3,0.8,0.17260701706776044
qwen3vl,original,1467,0.25,0.75,0.12245933120185457
qwen3vl,original,2400,0.25,0.4375,0.12245933120185457
qwen3vl,original,2702,0.8,0.8,0.5648995528462251
qwen3vl,original,2722,,,
qwen3vl,original,2926,0.5,1.0,0.46211715726000974
qwen3vl,original,3230,0.5,0.875,0.37737431806948285
qwen3vl,original,3295,0.4166666666666667,0.5833333333333334,0.25648485547041044
qwen3vl,original,3761,1.0,1.0,0.7615941559557649
qwen3vl,original,3891,0.75,0.75,0.5098299737352565
qwen3vl,original,4047,,,
qwen3vl,original,4173,0.14285714285714285,0.42857142857142855,0.12005835474747364
qwen3vl,original,4797,0.0,0.5,0.0
qwen3vl,original,5047,,,
qwen3vl,original,5062,,,
qwen3vl,original,5201,0.0625,0.53125,0.042839919167091775
qwen3vl,original,5265,0.625,0.875,0.48597356549763315
qwen3vl,original,5349,0.1,0.4,0.07932425214874947
qwen3vl,original,5540,,,
qwen3vl,original,5721,,,
qwen3vl,original,6111,0.5833333333333334,0.5833333333333334,0.3563105217023288
qwen3vl,original,6215,0.25,0.8333333333333333,0.19188774830587532
qwen3vl,original,6729,0.1,0.7,0.0593385001340169
qwen3vl,original,6847,0.5,0.75,0.3807970779778824
qwen3vl,original,6878,0.0,1.0,0.0
qwen3vl,original,6921,0.27777777777777773,0.7777777777777778,0.21413331576301453
qwen3vl,original,7065,0.5,1.0,0.46211715726000974
qwen3vl,original,7150,0.125,0.125,0.031209373373756257
qwen3vl,original,7195,0.0,0.625,0.0
qwen3vl,original,7596,0.0,0.6000000000000001,0.0
qwen3vl,original,7702,0.16666666666666666,0.3333333333333333,0.0816395541345697
qwen3vl,original,8061,0.3333333333333333,0.7619047619047619,0.22902557518636082
qwen3vl,original,8085,0.15000000000000002,0.35,0.08900595613060074
qwen3vl,original,8154,0.25,0.25,0.10629284868946201
qwen3vl,original,8551,,,
qwen3vl,original,9334,0.6,1.0,0.5370495669980352
qwen3vl,original,9418,0.3,0.5,0.2685247834990176
qwen3vl,original,9914,0.5,0.5,0.3807970779778824
qwen3vl,original,10408,0.2,0.4,0.07932425214874947
qwen3vl,original,10486,0.0,0.0,0.0
qwen3vl,original,10499,0.75,0.9166666666666666,0.5695071706065564
qwen3vl,original,11260,0.3333333333333333,0.8333333333333334,0.23172105788113204
qwen3vl,original,11340,0.875,0.875,0.6357120648455107
qwen3vl,original,11457,,,
qwen3vl,original,11541,,,
qwen3vl,original,11543,,,
qwen3vl,original,11678,0.4166666666666667,0.5833333333333334,0.3239823769984221
qwen3vl,original,11719,0.375,1.0,0.35351790983185943
qwen3vl,original,12358,,,
qwen3vl,original,12423,0.26666666666666666,0.5333333333333333,0.1882998509487417
qwen3vl,original,13596,1.0,1.0,0.7615941559557649
qwen3vl,original,13683,0.2,0.6,0.16411921638310528
