model,prompt,seed,story_id,num_chains,avg_chain_size,coref_ratio
human,large,43,11678,2,5.0,0.9862794573908484
human,large,43,11543,7,3.142857142857143,0.42053279340106575
human,large,43,11541,5,2.4,0.4454759849141085
human,large,43,11457,10,3.4,0.3271741264131678
human,large,43,11340,4,8.5,0.9715773127950803
human,large,43,11260,7,4.571428571428571,0.5731018606970495
human,large,43,10499,4,4.5,0.808330888044811
human,large,43,10486,4,5.75,0.8924661507026329
human,large,43,10408,8,4.75,0.5320560737109818
human,large,43,9914,5,3.6,0.616018324954511
human,large,43,9418,5,5.4,0.7923983238844522
human,large,43,9334,8,4.375,0.49766095230365814
human,large,43,8551,9,4.333333333333333,0.44700178703667787
human,large,43,8154,4,3.0,0.6340318177388176
human,large,43,8085,6,3.6666666666666665,0.5441934667013559
human,large,43,8061,6,9.333333333333334,0.9142737538081096
human,large,43,7702,7,5.428571428571429,0.6494829562125692
human,large,43,7596,5,6.0,0.8329225598595321
human,large,43,7195,7,3.5714285714285716,0.46953702445290096
human,large,43,7150,5,6.4,0.8558027155778727
human,large,43,7065,5,7.6,0.9081674793916036
human,large,43,6921,4,5.75,0.8924661507026329
human,large,43,6878,4,9.5,0.9826423876946905
human,large,43,6847,8,5.875,0.6251764691804428
human,large,43,6729,7,2.142857142857143,0.2965071971140714
human,large,43,6215,5,4.0,0.6631431205938949
human,large,43,6111,3,4.333333333333333,0.8936263675093581
human,large,43,5721,6,3.6666666666666665,0.5441934667013559
human,large,43,5540,5,8.4,0.9324250349611132
human,large,43,5349,5,7.2,0.8931176393289019
human,large,43,5265,4,6.25,0.9151939249285582
human,large,43,5201,11,6.818181818181818,0.5506207657740015
human,large,43,5062,4,6.5,0.9247615714619029
human,large,43,5047,6,6.5,0.7937660760548836
human,large,43,4797,4,4.0,0.760544847685396
human,large,43,4173,4,4.75,0.8288773922429453
human,large,43,4047,8,3.5,0.4111162809106542
human,large,43,3891,3,3.6666666666666665,0.8391110696974248
human,large,43,3761,6,4.0,0.5820499548410306
human,large,43,3295,8,5.75,0.6155774439717356
human,large,43,3230,5,3.2,0.5640291275177679
human,large,43,2926,7,4.571428571428571,0.5731018606970495
human,large,43,2722,6,6.166666666666667,0.7723264083680951
human,large,43,2702,2,9.0,0.9997419109178289
human,large,43,2400,4,4.5,0.808330888044811
human,large,43,1467,7,5.857142857142857,0.6834400870560381
human,large,43,1214,5,7.4,0.9009130463748862
human,large,43,1201,7,4.142857142857143,0.5306090197278226
human,large,43,1111,4,7.0,0.940876806546837
human,large,43,948,5,4.4,0.7055382777228413
human,large,43,733,4,13.0,0.9969486470136815
human,large,43,723,6,8.166666666666666,0.8761252287450294
human,large,43,721,5,3.2,0.5640291275177679
human,large,43,515,7,6.571428571428571,0.7340421508096172
human,large,43,345,10,3.8,0.36237774342123946
human,large,44,13683,16,4.6875,0.28469680476592035
human,large,44,13596,4,9.25,0.9803600138414438
human,large,44,12423,5,6.0,0.8329225598595321
