model,prompt,story_id,num_chains,avg_chain_size,coref_ratio
internvl3,large,3761,9.0,4.555555555555555,0.46651849568592313
internvl3,large,11260,10.0,5.4,0.49257950649061033
internvl3,large,948,11.0,4.181818181818182,0.3625511361463088
internvl3,large,4797,9.0,3.888888888888889,0.4066735995862745
internvl3,large,4047,9.0,5.222222222222222,0.5223767567494481
internvl3,large,723,3.0,3.3333333333333335,0.8031484075308158
internvl3,large,9334,6.0,5.666666666666667,0.7365394569289215
internvl3,large,11678,8.0,3.0,0.35794928685212757
internvl3,large,6215,11.0,3.5454545454545454,0.31133344920917017
internvl3,large,5540,10.0,4.2,0.39657689920341427
internvl3,large,5265,5.0,6.2,0.844748220757281
internvl3,large,1467,7.0,3.5714285714285716,0.46953702445290096
internvl3,large,11541,10.0,3.3,0.3182245223383665
internvl3,large,8061,5.0,4.6,0.7250275395140692
internvl3,large,8085,9.0,3.3333333333333335,0.3539561160022159
internvl3,large,4173,8.0,2.5,0.30235529968831276
internvl3,large,733,7.0,6.714285714285714,0.7433008215591527
internvl3,large,2702,6.0,10.5,0.9410432289267583
internvl3,large,7150,5.0,4.6,0.7250275395140692
llama4scout,original,5540,3.0,10.666666666666666,0.9983304048763797
llama4scout,original,5201,5.0,5.2,0.7770670098724379
llama4scout,original,10408,2.0,19.0,0.9999999876834932
llama4scout,original,2400,6.0,3.0,0.46146262313113756
llama4scout,original,6215,1.0,9.0,0.9999999635977413
llama4scout,original,6921,4.0,4.5,0.808330888044811
llama4scout,original,5047,3.0,11.0,0.9986618834337605
llama4scout,original,11543,8.0,5.375,0.5856610836852646
