model,prompt,story_id,character_name,tc,ic,mcc_raw_char,MCC_char
claude45,original,7596,william,1.0,0.4,0.4,0.3799489622552249
claude45,original,948,benjamin,1.0,0.6,0.6,0.5370495669980352
claude45,original,948,ksenia,,1.0,0.0,0.0
claude45,original,948,natalie,0.75,0.8,0.95,0.7397830512740042
claude45,original,948,vincent,0.6666666666666666,0.6666666666666666,1.0,0.7615941559557649
claude45,original,7702,donald,,,,
claude45,original,7702,jude,0.8333333333333334,1.0,0.8333333333333334,0.6822617902381697
claude45,original,7702,nicole,0.8,1.0,0.8,0.664036770267849
claude45,original,2722,__NO_ANNOTATION__,,,,
claude45,original,10499,al,0.8,0.5,0.7,0.6043677771171634
claude45,original,10499,robert,1.0,1.0,1.0,0.7615941559557649
claude45,original,10499,val,,,,
claude45,large,2926,charles,,1.0,0.0,0.0
claude45,large,2926,jeff,0.8,0.8,1.0,0.7615941559557649
claude45,large,2926,jim,0.6,0.8,0.7999999999999999,0.6640367702678489
claude45,large,2926,karen,1.0,1.0,1.0,0.7615941559557649
claude45,large,2926,teri,,,,
claude45,large,8551,__NO_ANNOTATION__,,,,
claude45,large,6847,ben,1.0,0.75,0.75,0.6351489523872873
claude45,large,6847,cameron,1.0,1.0,1.0,0.7615941559557649
claude45,large,6847,lin,1.0,1.0,1.0,0.7615941559557649
claude45,large,8061,ellen,0.5,0.5,1.0,0.7615941559557649
claude45,large,8061,leonardo,0.6666666666666666,0.6,0.9333333333333333,0.7321442233518527
claude45,large,8061,robert,0.7142857142857143,0.5714285714285714,0.8571428571428571,0.694782670314738
claude45,large,11340,brad,,1.0,0.0,0.0
claude45,large,11340,christoph,0.6,1.0,0.6,0.5370495669980352
claude45,large,11340,daniel,1.0,,0.0,0.0
claude45,large,3891,robert,1.0,1.0,1.0,0.7615941559557649
claude45,large,3891,val,,1.0,0.0,0.0
claude45,large,7702,donald,,,,
claude45,large,7702,jude,0.75,1.0,0.75,0.6351489523872873
claude45,large,7702,nicole,1.0,1.0,1.0,0.7615941559557649
claude45,large,10408,ashton,1.0,1.0,1.0,0.7615941559557649
claude45,large,10408,greta,1.0,1.0,1.0,0.7615941559557649
claude45,large,10408,jake,1.0,1.0,1.0,0.7615941559557649
claude45,large,10408,natalie,,,,
claude45,large,7596,kevin,0.6666666666666666,1.0,0.6666666666666666,0.5827829453479101
claude45,large,7596,william,1.0,0.4,0.4,0.3799489622552249
claude45,large,11260,colin,1.0,1.0,1.0,0.7615941559557649
claude45,large,11260,jamie,0.75,0.8,0.95,0.7397830512740042
claude45,large,11260,john,,1.0,0.0,0.0
claude45,large,723,james,0.7777777777777778,0.625,0.8472222222222222,0.6896155075258059
claude45,large,6729,albert,1.0,1.0,1.0,0.7615941559557649
claude45,large,6729,frederic,,1.0,0.0,0.0
claude45,large,6729,laurence,,0.6666666666666666,0.0,0.0
claude45,large,6729,martin,0.5,1.0,0.5,0.46211715726000974
claude45,large,6729,sam,1.0,0.5,0.5,0.46211715726000974
claude45,large,9334,harrison,0.8,1.0,0.8,0.664036770267849
claude45,large,11719,billy,0.75,0.75,1.0,0.7615941559557649
claude45,large,11719,shia,0.75,0.5,0.75,0.6351489523872873
claude45,large,6111,dexter,,0.6666666666666666,0.0,0.0
claude45,large,6111,jason,1.0,0.6,0.6,0.5370495669980352
claude45,large,6111,nick,1.0,1.0,1.0,0.7615941559557649
claude45,large,4173,heath,,1.0,0.0,0.0
claude45,large,4173,mel,0.8333333333333334,0.75,0.9166666666666666,0.7243166860701286
claude45,large,2400,audrey,1.0,1.0,1.0,0.7615941559557649
claude45,large,2400,cary,1.0,1.0,1.0,0.7615941559557649
claude45,large,2400,george,1.0,1.0,1.0,0.7615941559557649
claude45,large,2400,jacques,0.75,0.75,1.0,0.7615941559557649
claude45,large,2400,ned,,1.0,0.0,0.0
claude45,large,2722,__NO_ANNOTATION__,,,,
claude45,large,5062,__NO_ANNOTATION__,,,,
claude45,large,1214,jack,0.8333333333333334,0.5,0.6666666666666666,0.5827829453479101
claude45,large,1214,scatman,,,,
claude45,large,9914,matthew,1.0,1.0,1.0,0.7615941559557649
claude45,large,9914,molly,,,,
claude45,large,9914,reese,0.6666666666666666,0.6,0.9333333333333333,0.7321442233518527
claude45,large,515,bradley,0.6666666666666666,0.6666666666666666,1.0,0.7615941559557649
claude45,large,515,christian,0.75,0.875,0.875,0.703905603936621
claude45,large,515,shea,0.75,0.625,0.875,0.703905603936621
claude45,large,1467,anthony,1.0,1.0,1.0,0.7615941559557649
claude45,large,1467,rosario,1.0,1.0,1.0,0.7615941559557649
claude45,large,13683,bill,1.0,0.75,0.75,0.6351489523872873
claude45,large,13683,christian,,1.0,0.0,0.0
claude45,large,13683,terence,,1.0,0.0,0.0
claude45,large,13683,tom,0.75,0.8333333333333334,0.9166666666666666,0.7243166860701286
claude45,large,6921,jude,1.0,0.5,0.5,0.46211715726000974
claude45,large,6921,matt,0.5,0.8333333333333334,0.6666666666666666,0.5827829453479101
claude45,large,6921,philip,0.6,0.5,0.9,0.7162978701990245
claude45,large,5047,__NO_ANNOTATION__,,,,
claude45,large,11543,__NO_ANNOTATION__,,,,
claude45,large,7065,jude,0.75,0.8,0.95,0.7397830512740042
claude45,large,7065,matt,1.0,0.8,0.8,0.664036770267849
claude45,large,1111,__NO_ANNOTATION__,,,,
claude45,large,948,benjamin,1.0,0.6,0.6,0.5370495669980352
claude45,large,948,ksenia,,1.0,0.0,0.0
claude45,large,948,natalie,0.75,0.8,0.95,0.7397830512740042
claude45,large,948,vincent,0.6,0.6666666666666666,0.9333333333333333,0.7321442233518527
claude45,large,9418,daniel,0.6666666666666666,0.8333333333333334,0.8333333333333333,0.6822617902381697
claude45,large,9418,gary,0.6666666666666666,0.75,0.9166666666666666,0.7243166860701286
claude45,large,9418,john,1.0,0.6666666666666666,0.6666666666666666,0.5827829453479101
claude45,large,3295,dane,0.8,0.8,1.0,0.7615941559557649
claude45,large,3295,demi,1.0,1.0,1.0,0.7615941559557649
claude45,large,3295,ruben,1.0,1.0,1.0,0.7615941559557649
claude45,large,7150,david,1.0,1.0,1.0,0.7615941559557649
claude45,large,7150,eric,1.0,0.8,0.8,0.664036770267849
claude45,large,7150,mark,,1.0,0.0,0.0
claude45,large,345,connie,,0.8,0.0,0.0
claude45,large,345,john,1.0,1.0,1.0,0.7615941559557649
claude45,large,11678,karen,1.0,1.0,1.0,0.7615941559557649
claude45,large,11678,paul,1.0,1.0,1.0,0.7615941559557649
claude45,large,11678,wolf,0.4,1.0,0.4,0.3799489622552249
claude45,large,721,denzel,1.0,1.0,1.0,0.7615941559557649
claude45,large,721,gary,,1.0,0.0,0.0
claude45,large,721,mila,1.0,1.0,1.0,0.7615941559557649
claude45,large,721,tom,1.0,1.0,1.0,0.7615941559557649
claude45,large,733,gary,0.8333333333333334,0.8333333333333334,1.0,0.7615941559557649
claude45,large,733,jennifer,1.0,0.8,0.8,0.664036770267849
claude45,large,7195,gerard,0.6,,0.0,0.0
claude45,large,7195,jennifer,0.6,0.6666666666666666,0.9333333333333333,0.7321442233518527
claude45,large,11457,__NO_ANNOTATION__,,,,
claude45,large,12358,__NO_ANNOTATION__,,,,
claude45,large,13596,emile,1.0,1.0,1.0,0.7615941559557649
claude45,large,10499,al,1.0,0.5,0.5,0.46211715726000974
claude45,large,10499,robert,0.8,1.0,0.8,0.664036770267849
claude45,large,10499,val,1.0,,0.0,0.0
claude45,large,5721,__NO_ANNOTATION__,,,,
claude45,large,5201,brian,0.2857142857142857,0.2857142857142857,1.0,0.7615941559557649
claude45,large,5201,joan,0.375,0.375,1.0,0.7615941559557649
claude45,large,5201,julia,0.6,0.6,1.0,0.7615941559557649
claude45,large,5201,matt,1.0,1.0,1.0,0.7615941559557649
claude45,large,5201,tom,,1.0,0.0,0.0
claude45,large,8085,brooke,,1.0,0.0,0.0
claude45,large,8085,linda,,1.0,0.0,0.0
claude45,large,8085,richard,,1.0,0.0,0.0
claude45,large,8085,sam,1.0,0.5,0.5,0.46211715726000974
claude45,large,2702,ben,1.0,0.8,0.8,0.664036770267849
claude45,large,2702,cameron,,1.0,0.0,0.0
claude45,large,2702,lin,1.0,,0.0,0.0
claude45,large,6878,robert,0.6666666666666666,0.6,0.9333333333333333,0.7321442233518527
claude45,large,1201,__NO_ANNOTATION__,,,,
claude45,large,5265,alessandro,,,,
claude45,large,5265,amy,0.8,0.6,0.7999999999999999,0.6640367702678489
claude45,large,5265,bradley,,,,
claude45,large,5265,christian,0.6666666666666666,0.5,0.8333333333333334,0.6822617902381697
claude45,large,5265,louis,,,,
claude45,large,5540,__NO_ANNOTATION__,,,,
claude45,large,5349,james,0.4,0.6,0.8,0.664036770267849
claude45,large,5349,kim,1.0,1.0,1.0,0.7615941559557649
claude45,large,6215,jason,1.0,0.6666666666666666,0.6666666666666666,0.5827829453479101
claude45,large,6215,nick,1.0,0.75,0.75,0.6351489523872873
claude45,large,3761,jeff,1.0,1.0,1.0,0.7615941559557649
claude45,large,3761,jim,0.8,0.8,1.0,0.7615941559557649
claude45,large,8154,angelina,0.6666666666666666,0.75,0.9166666666666666,0.7243166860701286
claude45,large,8154,fisher,1.0,1.0,1.0,0.7615941559557649
claude45,large,8154,jonny,1.0,1.0,1.0,0.7615941559557649
claude45,large,8154,matthew,1.0,1.0,1.0,0.7615941559557649
claude45,large,8154,renoly,,1.0,0.0,0.0
claude45,large,12423,hailee,,1.0,0.0,0.0
claude45,large,12423,jeff,0.5,0.8,0.7,0.6043677771171634
claude45,large,12423,matt,0.6666666666666666,0.8,0.8666666666666666,0.6996765874203054
claude45,large,4797,rene,,1.0,0.0,0.0
claude45,large,4797,roger,1.0,1.0,1.0,0.7615941559557649
claude45,large,4047,__NO_ANNOTATION__,,,,
claude45,large,11541,__NO_ANNOTATION__,,,,
claude45,large,3230,emmanuelle,,,,
claude45,large,3230,jean,0.5,0.5,1.0,0.7615941559557649
claude45,large,3230,tom,1.0,1.0,1.0,0.7615941559557649
claude45,large,3230,ving,,,,
claude45,large,10486,robert,1.0,0.75,0.75,0.6351489523872873
claude45,large,10486,val,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,2400,audrey,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,2400,cary,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,2400,george,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,2400,jacques,1.0,0.75,0.75,0.6351489523872873
gpt4o,original,2400,ned,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,1201,__NO_ANNOTATION__,,,,
gpt4o,original,6729,albert,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,6729,frederic,0.375,1.0,0.375,0.35835739835078595
gpt4o,original,6729,laurence,0.5,0.6666666666666666,0.8333333333333334,0.6822617902381697
gpt4o,original,6729,martin,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,6729,sam,0.42857142857142855,0.5,0.9285714285714286,0.7299271541543952
gpt4o,original,515,bradley,1.0,0.6666666666666666,0.6666666666666666,0.5827829453479101
gpt4o,original,515,christian,1.0,0.875,0.875,0.703905603936621
gpt4o,original,515,shea,1.0,0.625,0.625,0.5545997223493823
gpt4o,original,4173,heath,0.5,1.0,0.5,0.46211715726000974
gpt4o,original,4173,mel,1.0,0.75,0.75,0.6351489523872873
gpt4o,original,11340,brad,,1.0,0.0,0.0
gpt4o,original,11340,christoph,0.8,1.0,0.8,0.664036770267849
gpt4o,original,11340,daniel,1.0,,0.0,0.0
gpt4o,original,6215,jason,1.0,0.6666666666666666,0.6666666666666666,0.5827829453479101
gpt4o,original,6215,nick,1.0,0.75,0.75,0.6351489523872873
gpt4o,original,13596,emile,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,6847,ben,1.0,0.75,0.75,0.6351489523872873
gpt4o,original,6847,cameron,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,6847,lin,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,3761,jeff,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,3761,jim,1.0,0.8,0.8,0.664036770267849
gpt4o,original,723,james,0.8888888888888888,0.625,0.7361111111111112,0.6267898358136783
gpt4o,original,13683,bill,1.0,0.75,0.75,0.6351489523872873
gpt4o,original,13683,christian,,1.0,0.0,0.0
gpt4o,original,13683,terence,,1.0,0.0,0.0
gpt4o,original,13683,tom,0.8333333333333334,0.8333333333333334,1.0,0.7615941559557649
gpt4o,original,733,gary,1.0,0.8333333333333334,0.8333333333333334,0.6822617902381697
gpt4o,original,733,jennifer,0.8333333333333334,0.8,0.9666666666666667,0.7472358212839743
gpt4o,original,11260,colin,0.6666666666666666,1.0,0.6666666666666666,0.5827829453479101
gpt4o,original,11260,jamie,1.0,0.8,0.8,0.664036770267849
gpt4o,original,11260,john,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,12423,hailee,0.75,1.0,0.75,0.6351489523872873
gpt4o,original,12423,jeff,0.6666666666666666,0.8,0.8666666666666666,0.6996765874203054
gpt4o,original,12423,matt,0.8,0.8,1.0,0.7615941559557649
gpt4o,original,12358,__NO_ANNOTATION__,,,,
gpt4o,original,2926,charles,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,2926,jeff,1.0,0.8,0.8,0.664036770267849
gpt4o,original,2926,jim,,0.8,0.0,0.0
gpt4o,original,2926,karen,,1.0,0.0,0.0
gpt4o,original,2926,teri,1.0,,0.0,0.0
gpt4o,original,2722,__NO_ANNOTATION__,,,,
gpt4o,original,6878,robert,1.0,0.6,0.6,0.5370495669980352
gpt4o,original,10499,al,0.75,0.5,0.75,0.6351489523872873
gpt4o,original,10499,robert,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,10499,val,1.0,,0.0,0.0
gpt4o,original,10408,ashton,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,10408,greta,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,10408,jake,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,10408,natalie,,,,
gpt4o,original,345,connie,1.0,0.8,0.8,0.664036770267849
gpt4o,original,345,john,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,11678,karen,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,11678,paul,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,11678,wolf,,1.0,0.0,0.0
gpt4o,original,721,denzel,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,721,gary,0.6,1.0,0.6,0.5370495669980352
gpt4o,original,721,mila,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,721,tom,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,8085,brooke,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,8085,linda,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,8085,richard,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,8085,sam,0.6666666666666666,0.5,0.8333333333333334,0.6822617902381697
gpt4o,original,10486,robert,0.6666666666666666,0.75,0.9166666666666666,0.7243166860701286
gpt4o,original,10486,val,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,8061,ellen,0.8,0.5,0.7,0.6043677771171634
gpt4o,original,8061,leonardo,1.0,0.6,0.6,0.5370495669980352
gpt4o,original,8061,robert,0.75,0.5714285714285714,0.8214285714285714,0.675846668986972
gpt4o,original,1467,anthony,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,1467,rosario,0.4,1.0,0.4,0.3799489622552249
gpt4o,original,7150,david,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,7150,eric,0.75,0.8,0.95,0.7397830512740042
gpt4o,original,7150,mark,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,7065,jude,0.8,0.8,1.0,0.7615941559557649
gpt4o,original,7065,matt,0.75,0.8,0.95,0.7397830512740042
gpt4o,original,11541,__NO_ANNOTATION__,,,,
gpt4o,original,3891,robert,0.8,1.0,0.8,0.664036770267849
gpt4o,original,3891,val,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,7195,gerard,0.5,,0.0,0.0
gpt4o,original,7195,jennifer,1.0,0.6666666666666666,0.6666666666666666,0.5827829453479101
gpt4o,original,6921,jude,1.0,0.5,0.5,0.46211715726000974
gpt4o,original,6921,matt,1.0,0.8333333333333334,0.8333333333333334,0.6822617902381697
gpt4o,original,6921,philip,0.42857142857142855,0.5,0.9285714285714286,0.7299271541543952
gpt4o,original,5540,__NO_ANNOTATION__,,,,
gpt4o,original,8154,angelina,1.0,0.75,0.75,0.6351489523872873
gpt4o,original,8154,fisher,0.6666666666666666,1.0,0.6666666666666666,0.5827829453479101
gpt4o,original,8154,jonny,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,8154,matthew,0.8,1.0,0.8,0.664036770267849
gpt4o,original,8154,renoly,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,11457,__NO_ANNOTATION__,,,,
gpt4o,original,6111,dexter,1.0,0.6666666666666666,0.6666666666666666,0.5827829453479101
gpt4o,original,6111,jason,1.0,0.6,0.6,0.5370495669980352
gpt4o,original,6111,nick,0.6666666666666666,1.0,0.6666666666666666,0.5827829453479101
gpt4o,original,9914,matthew,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,9914,molly,,,,
gpt4o,original,9914,reese,0.6,0.6,1.0,0.7615941559557649
gpt4o,original,11543,__NO_ANNOTATION__,,,,
gpt4o,original,1214,jack,1.0,0.5,0.5,0.46211715726000974
gpt4o,original,1214,scatman,,,,
gpt4o,original,5721,__NO_ANNOTATION__,,,,
gpt4o,original,5047,__NO_ANNOTATION__,,,,
gpt4o,original,948,benjamin,1.0,0.6,0.6,0.5370495669980352
gpt4o,original,948,ksenia,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,948,natalie,1.0,0.8,0.8,0.664036770267849
gpt4o,original,948,vincent,0.6666666666666666,0.6666666666666666,1.0,0.7615941559557649
gpt4o,original,5201,brian,0.2857142857142857,0.2857142857142857,1.0,0.7615941559557649
gpt4o,original,5201,joan,0.5,0.375,0.875,0.703905603936621
gpt4o,original,5201,julia,0.6,0.6,1.0,0.7615941559557649
gpt4o,original,5201,matt,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,5201,tom,,1.0,0.0,0.0
gpt4o,original,3230,emmanuelle,,,,
gpt4o,original,3230,jean,0.5,0.5,1.0,0.7615941559557649
gpt4o,original,3230,tom,,1.0,0.0,0.0
gpt4o,original,3230,ving,,,,
gpt4o,original,4047,__NO_ANNOTATION__,,,,
gpt4o,original,4797,rene,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,4797,roger,0.5,1.0,0.5,0.46211715726000974
gpt4o,original,11719,billy,1.0,0.75,0.75,0.6351489523872873
gpt4o,original,11719,shia,1.0,0.5,0.5,0.46211715726000974
gpt4o,original,8551,__NO_ANNOTATION__,,,,
gpt4o,original,9418,daniel,0.6666666666666666,0.8333333333333334,0.8333333333333333,0.6822617902381697
gpt4o,original,9418,gary,,0.75,0.0,0.0
gpt4o,original,9418,john,0.6666666666666666,0.6666666666666666,1.0,0.7615941559557649
gpt4o,original,5062,__NO_ANNOTATION__,,,,
gpt4o,original,7596,kevin,0.6666666666666666,1.0,0.6666666666666666,0.5827829453479101
gpt4o,original,7596,william,0.4,0.4,1.0,0.7615941559557649
gpt4o,original,7702,donald,0.75,,0.0,0.0
gpt4o,original,7702,jude,,1.0,0.0,0.0
gpt4o,original,7702,nicole,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,5265,alessandro,,,,
gpt4o,original,5265,amy,0.8,0.6,0.7999999999999999,0.6640367702678489
gpt4o,original,5265,bradley,,,,
gpt4o,original,5265,christian,1.0,0.5,0.5,0.46211715726000974
gpt4o,original,5265,louis,,,,
gpt4o,original,1111,__NO_ANNOTATION__,,,,
gpt4o,original,9334,harrison,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,2702,ben,1.0,0.8,0.8,0.664036770267849
gpt4o,original,2702,cameron,,1.0,0.0,0.0
gpt4o,original,2702,lin,,,,
gpt4o,original,5349,james,1.0,0.6,0.6,0.5370495669980352
gpt4o,original,5349,kim,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,3295,dane,1.0,0.8,0.8,0.664036770267849
gpt4o,original,3295,demi,1.0,1.0,1.0,0.7615941559557649
gpt4o,original,3295,ruben,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,10486,robert,0.8333333333333334,0.75,0.9166666666666666,0.7243166860701286
gpt4o,large,10486,val,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,7065,jude,0.8,0.8,1.0,0.7615941559557649
gpt4o,large,7065,matt,0.8,0.8,1.0,0.7615941559557649
gpt4o,large,3230,emmanuelle,,,,
gpt4o,large,3230,jean,0.6,0.5,0.9,0.7162978701990245
gpt4o,large,3230,tom,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,3230,ving,,,,
gpt4o,large,345,connie,1.0,0.8,0.8,0.664036770267849
gpt4o,large,345,john,0.75,1.0,0.75,0.6351489523872873
gpt4o,large,5062,__NO_ANNOTATION__,,,,
gpt4o,large,723,james,0.75,0.625,0.875,0.703905603936621
gpt4o,large,12423,hailee,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,12423,jeff,0.6666666666666666,0.8,0.8666666666666666,0.6996765874203054
gpt4o,large,12423,matt,0.8,0.8,1.0,0.7615941559557649
gpt4o,large,13683,bill,1.0,0.75,0.75,0.6351489523872873
gpt4o,large,13683,christian,,1.0,0.0,0.0
gpt4o,large,13683,terence,,1.0,0.0,0.0
gpt4o,large,13683,tom,0.8333333333333334,0.8333333333333334,1.0,0.7615941559557649
gpt4o,large,6215,jason,0.7142857142857143,0.6666666666666666,0.9523809523809523,0.7408590612005881
gpt4o,large,6215,nick,0.8,0.75,0.95,0.7397830512740042
gpt4o,large,6878,robert,0.6666666666666666,0.6,0.9333333333333333,0.7321442233518527
gpt4o,large,9418,daniel,0.8333333333333334,0.8333333333333334,1.0,0.7615941559557649
gpt4o,large,9418,gary,1.0,0.75,0.75,0.6351489523872873
gpt4o,large,9418,john,0.8,0.6666666666666666,0.8666666666666666,0.6996765874203054
gpt4o,large,10499,al,0.5,0.5,1.0,0.7615941559557649
gpt4o,large,10499,robert,0.5,1.0,0.5,0.46211715726000974
gpt4o,large,10499,val,1.0,,0.0,0.0
gpt4o,large,8154,angelina,1.0,0.75,0.75,0.6351489523872873
gpt4o,large,8154,fisher,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,8154,jonny,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,8154,matthew,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,8154,renoly,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,1111,__NO_ANNOTATION__,,,,
gpt4o,large,8551,__NO_ANNOTATION__,,,,
gpt4o,large,13596,emile,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,3295,dane,1.0,0.8,0.8,0.664036770267849
gpt4o,large,3295,demi,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,3295,ruben,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,6921,jude,0.8333333333333334,0.5,0.6666666666666666,0.5827829453479101
gpt4o,large,6921,matt,1.0,0.8333333333333334,0.8333333333333334,0.6822617902381697
gpt4o,large,6921,philip,0.3333333333333333,0.5,0.8333333333333333,0.6822617902381697
gpt4o,large,2926,charles,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,2926,jeff,1.0,0.8,0.8,0.664036770267849
gpt4o,large,2926,jim,1.0,0.8,0.8,0.664036770267849
gpt4o,large,2926,karen,,1.0,0.0,0.0
gpt4o,large,2926,teri,1.0,,0.0,0.0
gpt4o,large,8085,brooke,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,8085,linda,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,8085,richard,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,8085,sam,0.6666666666666666,0.5,0.8333333333333334,0.6822617902381697
gpt4o,large,2400,audrey,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,2400,cary,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,2400,george,0.6,1.0,0.6,0.5370495669980352
gpt4o,large,2400,jacques,0.75,0.75,1.0,0.7615941559557649
gpt4o,large,2400,ned,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,11260,colin,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,11260,jamie,0.75,0.8,0.95,0.7397830512740042
gpt4o,large,11260,john,,1.0,0.0,0.0
gpt4o,large,1214,jack,0.5,0.5,1.0,0.7615941559557649
gpt4o,large,1214,scatman,,,,
gpt4o,large,948,benjamin,1.0,0.6,0.6,0.5370495669980352
gpt4o,large,948,ksenia,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,948,natalie,0.8,0.8,1.0,0.7615941559557649
gpt4o,large,948,vincent,0.75,0.6666666666666666,0.9166666666666666,0.7243166860701286
gpt4o,large,4047,__NO_ANNOTATION__,,,,
gpt4o,large,6111,dexter,0.8,0.6666666666666666,0.8666666666666666,0.6996765874203054
gpt4o,large,6111,jason,0.6666666666666666,0.6,0.9333333333333333,0.7321442233518527
gpt4o,large,6111,nick,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,2722,__NO_ANNOTATION__,,,,
gpt4o,large,5721,__NO_ANNOTATION__,,,,
gpt4o,large,5047,__NO_ANNOTATION__,,,,
gpt4o,large,11678,karen,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,11678,paul,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,11678,wolf,,1.0,0.0,0.0
gpt4o,large,721,denzel,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,721,gary,0.6666666666666666,1.0,0.6666666666666666,0.5827829453479101
gpt4o,large,721,mila,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,721,tom,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,3761,jeff,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,3761,jim,0.6,0.8,0.7999999999999999,0.6640367702678489
gpt4o,large,1201,__NO_ANNOTATION__,,,,
gpt4o,large,2702,ben,1.0,0.8,0.8,0.664036770267849
gpt4o,large,2702,cameron,,1.0,0.0,0.0
gpt4o,large,2702,lin,,,,
gpt4o,large,11457,__NO_ANNOTATION__,,,,
gpt4o,large,12358,__NO_ANNOTATION__,,,,
gpt4o,large,7150,david,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,7150,eric,0.75,0.8,0.95,0.7397830512740042
gpt4o,large,7150,mark,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,7596,kevin,0.8,1.0,0.8,0.664036770267849
gpt4o,large,7596,william,0.4,0.4,1.0,0.7615941559557649
gpt4o,large,5265,alessandro,,,,
gpt4o,large,5265,amy,0.8,0.6,0.7999999999999999,0.6640367702678489
gpt4o,large,5265,bradley,,,,
gpt4o,large,5265,christian,1.0,0.5,0.5,0.46211715726000974
gpt4o,large,5265,louis,,,,
gpt4o,large,3891,robert,0.8,1.0,0.8,0.664036770267849
gpt4o,large,3891,val,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,9914,matthew,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,9914,molly,,,,
gpt4o,large,9914,reese,0.8,0.6,0.7999999999999999,0.6640367702678489
gpt4o,large,11340,brad,,1.0,0.0,0.0
gpt4o,large,11340,christoph,0.8,1.0,0.8,0.664036770267849
gpt4o,large,11340,daniel,,,,
gpt4o,large,6847,ben,1.0,0.75,0.75,0.6351489523872873
gpt4o,large,6847,cameron,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,6847,lin,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,7702,donald,1.0,,0.0,0.0
gpt4o,large,7702,jude,,1.0,0.0,0.0
gpt4o,large,7702,nicole,1.0,1.0,1.0,0.7615941559557649
gpt4o,large,11541,__NO_ANNOTATION__,,,,
