model,prompt,story_id,mcc_raw,MCC
qwen3vl,original,6921,0.8373015873015873,0.6843771585576184
qwen3vl,original,10499,0.25,0.24491866240370913
qwen3vl,original,7195,0.5,0.46211715726000974
qwen3vl,original,8085,0.9583333333333334,0.7435325248149615
qwen3vl,original,1214,0.5,0.46211715726000974
qwen3vl,original,6111,0.8666666666666667,0.6996765874203054
qwen3vl,original,11260,0.85,0.6910694698329306
qwen3vl,original,6729,0.6133333333333333,0.546469261066776
qwen3vl,original,11541,,
qwen3vl,original,6215,0.9273809523809524,0.7293704726476444
qwen3vl,original,2702,0.4,0.3799489622552249
qwen3vl,original,345,0.75,0.6351489523872873
qwen3vl,original,723,0.8472222222222222,0.6896155075258059
qwen3vl,original,11543,,
qwen3vl,original,11340,0.3333333333333333,0.32151273753163434
qwen3vl,original,2722,,
qwen3vl,original,7596,0.8333333333333333,0.6822617902381697
qwen3vl,original,5540,,
qwen3vl,original,12423,0.8666666666666667,0.6996765874203054
qwen3vl,original,5265,0.6499999999999999,0.5716699660851171
qwen3vl,original,3295,1.0,0.7615941559557649
qwen3vl,original,8061,0.813095238095238,0.6712942073169196
qwen3vl,original,9914,0.8,0.664036770267849
qwen3vl,original,515,0.8571428571428572,0.694782670314738
qwen3vl,original,9418,0.5833333333333334,0.525083943312195
qwen3vl,original,7065,0.8999999999999999,0.7162978701990244
qwen3vl,original,5201,0.775,0.6498274636719203
qwen3vl,original,3891,0.5,0.46211715726000974
qwen3vl,original,13683,0.8333333333333333,0.6822617902381697
qwen3vl,original,11678,0.9333333333333332,0.7321442233518526
qwen3vl,original,5721,,
qwen3vl,original,3761,0.5,0.46211715726000974
qwen3vl,original,4797,0.6666666666666666,0.5827829453479101
qwen3vl,original,8551,,
qwen3vl,original,4047,,
qwen3vl,original,5349,1.0,0.7615941559557649
qwen3vl,original,6878,0.8,0.664036770267849
qwen3vl,original,7150,0.6,0.5370495669980352
