model,prompt,story_id,mcc_raw,MCC
qwen3vl,original,9334,0.8333333333333334,0.6822617902381697
qwen3vl,original,10486,0.875,0.703905603936621
qwen3vl,original,7702,0.5555555555555555,0.5046723977218567
qwen3vl,original,11457,,
qwen3vl,original,5047,,
qwen3vl,original,948,0.7666666666666666,0.6449869945758523
qwen3vl,original,2926,0.5,0.46211715726000974
qwen3vl,original,5062,,
qwen3vl,original,721,0.9166666666666666,0.7243166860701286
qwen3vl,original,2400,0.75,0.6351489523872873
qwen3vl,original,6847,0.47222222222222215,0.4399930792892351
qwen3vl,original,1467,0.7,0.6043677771171634
qwen3vl,original,4173,0.9821428571428572,0.753992034108942
qwen3vl,original,1111,,
qwen3vl,original,12358,,
qwen3vl,original,1201,,
qwen3vl,original,11719,0.925,0.7282542059818115
qwen3vl,original,13596,1.0,0.7615941559557649
qwen3vl,original,10408,0.6666666666666666,0.5827829453479101
qwen3vl,large,1201,,
qwen3vl,large,11541,,
qwen3vl,large,7195,0.5,0.46211715726000974
qwen3vl,large,3891,0.5,0.46211715726000974
qwen3vl,large,733,0.9,0.7162978701990245
qwen3vl,large,8154,0.5833333333333333,0.5250839433121949
qwen3vl,large,515,0.8888888888888888,0.7108444990682454
qwen3vl,large,10499,0.5499999999999999,0.5005202111902352
qwen3vl,large,10486,0.9583333333333333,0.7435325248149615
qwen3vl,large,5062,,
qwen3vl,large,5721,,
qwen3vl,large,5265,0.6499999999999999,0.5716699660851171
qwen3vl,large,2400,0.75,0.6351489523872873
qwen3vl,large,3761,0.7,0.6043677771171634
qwen3vl,large,3295,0.9333333333333332,0.7321442233518526
qwen3vl,large,8061,0.8825396825396825,0.7076893483244703
qwen3vl,large,9914,0.4666666666666667,0.43550211391548
qwen3vl,large,7065,0.8999999999999999,0.7162978701990244
qwen3vl,large,721,0.65,0.5716699660851172
qwen3vl,large,5047,,
qwen3vl,large,4047,,
qwen3vl,large,12358,,
qwen3vl,large,9334,0.8333333333333334,0.6822617902381697
qwen3vl,large,6878,0.8,0.664036770267849
qwen3vl,large,948,0.8875,0.7101567370243542
qwen3vl,large,7150,0.6,0.5370495669980352
qwen3vl,large,1467,0.7,0.6043677771171634
qwen3vl,large,9418,0.8333333333333334,0.6822617902381697
qwen3vl,large,2722,,
qwen3vl,large,5201,0.775,0.6498274636719203
qwen3vl,large,11457,,
qwen3vl,large,2702,0.9,0.7162978701990245
qwen3vl,large,11543,,
qwen3vl,large,6215,0.875,0.703905603936621
qwen3vl,large,13683,0.6375,0.563194927804731
qwen3vl,large,11719,0.825,0.6777821008468294
qwen3vl,large,11678,0.4666666666666666,0.43550211391547994
qwen3vl,large,7596,0.5666666666666667,0.5129070584608084
qwen3vl,large,11340,0.6,0.5370495669980352
qwen3vl,large,4173,0.925,0.7282542059818115
qwen3vl,large,6921,0.7777777777777777,0.651429357642829
qwen3vl,large,6729,0.4,0.3799489622552249
qwen3vl,large,12423,0.9333333333333332,0.7321442233518526
qwen3vl,large,8551,,
qwen3vl,large,11260,0.8666666666666667,0.6996765874203054
qwen3vl,large,3230,1.0,0.7615941559557649
qwen3vl,large,2926,0.5,0.46211715726000974
qwen3vl,large,8085,0.9583333333333334,0.7435325248149615
qwen3vl,large,10408,1.0,0.7615941559557649
qwen3vl,large,345,1.0,0.7615941559557649
qwen3vl,large,5349,0.9,0.7162978701990245
qwen3vl,large,7702,0.8333333333333333,0.6822617902381697
qwen3vl,large,5540,,
qwen3vl,large,6847,0.9166666666666666,0.7243166860701286
qwen3vl,large,1214,0.5,0.46211715726000974
qwen3vl,large,1111,,
qwen3vl,large,723,0.875,0.703905603936621
qwen3vl,large,4797,0.0,0.0
qwen3vl,large,6111,0.4888888888888889,0.45333411282706637
qwen3vl,large,13596,1.0,0.7615941559557649
